"UID","date","Province_State","Country_Region","positive","death","positiveIncrease","deathIncrease","iso2","iso3","code3","FIPS","Admin2","Lat","Long_","Combined_Key","Population","interval_start","mean_rt","std_rt","ci_lower","ci_upper"
100,"2020-03-08",NA,"Bulgaria",4,0,4,0,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-02",25,11.1803398874989,8.1174319505921,51.2079433770185
100,"2020-03-09",NA,"Bulgaria",4,0,0,0,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-03",5.34858355535055,2.39195928262027,1.73667052170456,10.9555985539857
100,"2020-03-10",NA,"Bulgaria",4,0,0,0,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-04",2.89514123457864,1.2947465209961,0.940044478361812,5.93016913635097
100,"2020-03-11",NA,"Bulgaria",7,1,3,1,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-05",3.57205954621086,1.26291376396392,1.54216177474559,6.43983190095865
100,"2020-03-12",NA,"Bulgaria",7,1,0,0,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-06",2.52298852553792,0.892011147631858,1.08924736888377,4.5485305556417
100,"2020-03-13",NA,"Bulgaria",23,1,16,0,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-07",5.91266629716559,1.20691795395058,3.78835686237075,8.5022399321204
100,"2020-03-14",NA,"Bulgaria",41,2,18,1,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-08",5.51512509860063,0.85100227817409,3.97481706755864,7.30374970667863
100,"2020-03-15",NA,"Bulgaria",51,2,10,0,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-09",3.29612571081905,0.475754766606056,2.43030289911339,4.29183284811524
100,"2020-03-16",NA,"Bulgaria",52,2,1,0,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-10",2.26312169577195,0.323303099395992,1.67426988919387,2.9393348923506
100,"2020-03-17",NA,"Bulgaria",67,2,15,0,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-11",2.35744668677906,0.294680835847382,1.81552120908526,2.96907029063128
100,"2020-03-18",NA,"Bulgaria",92,2,25,0,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-12",2.529559328449,0.272769397369282,2.02332095089335,3.09146905843094
100,"2020-03-19",NA,"Bulgaria",94,3,2,1,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-13",1.99282162789695,0.212435499318292,1.59830121909945,2.43020472794601
100,"2020-03-20",NA,"Bulgaria",127,3,33,0,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-14",1.97017910536437,0.192269793264677,1.61141131635732,2.36446649006987
100,"2020-03-21",NA,"Bulgaria",163,3,36,0,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-15",1.9506500560083,0.175884192336501,1.62118090812154,2.31014328194944
100,"2020-03-22",NA,"Bulgaria",187,3,24,0,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-16",1.83161509680747,0.156485438394709,1.53776165921029,2.15078104225447
100,"2020-03-23",NA,"Bulgaria",201,3,14,0,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-17",1.72191990493625,0.140594171501184,1.45738894132607,2.00818604035743
100,"2020-03-24",NA,"Bulgaria",218,3,17,0,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-18",1.52913650273475,0.124029348288278,1.29570752313496,1.78161336956876
100,"2020-03-25",NA,"Bulgaria",242,3,24,0,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-19",1.37651522757673,0.11201922055247,1.16571911014936,1.60457158574521
100,"2020-03-26",NA,"Bulgaria",264,3,22,0,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-20",1.45733440878206,0.111445147628519,1.24708651090587,1.6837195812815
100,"2020-03-27",NA,"Bulgaria",293,3,29,0,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-21",1.31587271139721,0.101825287513685,1.12386338987145,1.5228017331247
100,"2020-03-28",NA,"Bulgaria",331,7,38,4,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-22",1.25295044882405,0.0963808037556962,1.07116460901867,1.44877451048505
100,"2020-03-29",NA,"Bulgaria",346,8,15,1,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-23",1.13584592661495,0.0897965049781925,0.966665245147029,1.31846829914027
100,"2020-03-30",NA,"Bulgaria",359,8,13,0,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-24",1.10315283413941,0.0874857104403723,0.938346924015086,1.28109561100256
100,"2020-03-31",NA,"Bulgaria",399,8,40,0,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-25",1.24583789741022,0.0923476490125827,1.07140793406804,1.43322975031396
100,"2020-04-01",NA,"Bulgaria",422,10,23,2,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-26",1.18970188100346,0.0884298443929116,1.02268959197858,1.36916037040342
100,"2020-04-02",NA,"Bulgaria",457,10,35,0,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-27",1.22687556542129,0.0880845321802965,1.06029871888551,1.40542774530691
100,"2020-04-03",NA,"Bulgaria",485,14,28,4,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-28",1.1722464568652,0.084380146341092,1.01269019846094,1.34330408610853
100,"2020-04-04",NA,"Bulgaria",503,17,18,3,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-29",1.0161268835275,0.0772546963769617,0.870348011232814,1.17302745234664
100,"2020-04-05",NA,"Bulgaria",531,20,28,3,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-30",1.09011676491068,0.079931239305281,0.939077197955958,1.25225426099593
100,"2020-04-06",NA,"Bulgaria",549,22,18,2,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-03-31",1.10888376264541,0.0802360130871327,0.95719301669495,1.27156808357374
100,"2020-04-07",NA,"Bulgaria",577,23,28,1,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-01",1.01854252019017,0.0761294423050127,0.874791912341365,1.17306773438449
100,"2020-04-08",NA,"Bulgaria",593,24,16,1,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-02",0.975191459840495,0.0743576517131206,0.834895235282991,1.12622336519484
100,"2020-04-09",NA,"Bulgaria",618,24,25,0,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-03",0.926654201998529,0.0728048300053521,0.789451931289871,1.07468724868962
100,"2020-04-10",NA,"Bulgaria",635,25,17,1,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-04",0.879287917212303,0.0715554358964303,0.744635953081507,1.02496534682853
100,"2020-04-11",NA,"Bulgaria",661,28,26,3,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-05",0.951878442651298,0.0754888708355529,0.809672224062146,1.10542008083571
100,"2020-04-12",NA,"Bulgaria",675,29,14,1,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-06",0.880927191516426,0.073157021335689,0.743380139072635,1.02997711330201
100,"2020-04-13",NA,"Bulgaria",685,32,10,3,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-07",0.851237385521413,0.0727261178855014,0.714669919800747,0.99956876006802
100,"2020-04-14",NA,"Bulgaria",713,35,28,3,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-08",0.879768662817869,0.0751637094097682,0.738623808579705,1.03307172170416
100,"2020-04-15",NA,"Bulgaria",747,36,34,1,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-09",1.02275173035374,0.0821493958488603,0.868079680743774,1.18991735314099
100,"2020-04-16",NA,"Bulgaria",800,38,53,2,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-10",1.20502307730287,0.089077869073342,1.03675165685257,1.38576326112671
100,"2020-04-17",NA,"Bulgaria",846,41,46,3,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-11",1.33950814357023,0.0919977970073342,1.16525281818511,1.52572845071595
100,"2020-04-18",NA,"Bulgaria",878,41,32,0,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-12",1.28518808288286,0.0870439203802108,1.1202356934749,1.46130439467753
100,"2020-04-19",NA,"Bulgaria",894,42,16,1,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-13",1.22012467557196,0.0822607888458626,1.06421194296515,1.38653982978846
100,"2020-04-20",NA,"Bulgaria",929,43,35,1,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-14",1.30053152784429,0.0830879115183285,1.14276677081986,1.46834885825138
100,"2020-04-21",NA,"Bulgaria",975,45,46,2,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-15",1.32133360022527,0.081476920221849,1.16645227533713,1.4857294680833
100,"2020-04-22",NA,"Bulgaria",1024,49,49,4,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-16",1.31170560866474,0.0786708744612535,1.1620300126898,1.47031691752599
100,"2020-04-23",NA,"Bulgaria",1097,52,73,3,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-17",1.32375736584435,0.0766832052792738,1.17771163427342,1.47821583439374
100,"2020-04-24",NA,"Bulgaria",1234,54,137,2,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-18",1.62511133624877,0.0823964155384459,1.46760988964316,1.79052509247517
100,"2020-04-25",NA,"Bulgaria",1247,55,13,1,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-19",1.38121346389365,0.0718058687814749,1.24404494479724,1.52545206910343
100,"2020-04-26",NA,"Bulgaria",1300,56,53,1,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-20",1.39813803420169,0.0693031293754607,1.26558877506332,1.53719351646774
100,"2020-04-27",NA,"Bulgaria",1363,58,63,2,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-21",1.39161555940277,0.0667228590509681,1.26389707418794,1.52539314682886
100,"2020-04-28",NA,"Bulgaria",1399,58,36,0,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-22",1.26228989229873,0.0612300536011437,1.145118612274,1.38508648597216
100,"2020-04-29",NA,"Bulgaria",1447,64,48,6,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-23",1.19638470701437,0.0581015775931747,1.0852033525516,1.31291024532907
100,"2020-04-30",NA,"Bulgaria",1506,66,59,2,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-24",1.11777800824889,0.0552031210615727,1.01218677936562,1.22853275374592
100,"2020-05-01",NA,"Bulgaria",1555,68,49,2,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-25",0.860537377093479,0.0479558731360937,0.7691018654296,0.957034244719653
100,"2020-05-02",NA,"Bulgaria",1594,72,39,4,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-26",0.957819474137408,0.051344513216723,0.859817796147442,1.06103387571373
100,"2020-05-03",NA,"Bulgaria",1618,73,24,1,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-27",0.897419805083853,0.0502458628049912,0.801630748541518,0.998536773928567
100,"2020-05-04",NA,"Bulgaria",1652,78,34,5,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-28",0.83316291414006,0.0489250109332836,0.740021117630694,0.931745654192287
100,"2020-05-05",NA,"Bulgaria",1704,80,52,2,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-29",0.912411101489174,0.0521590709912371,0.81303398864589,1.01743520495229
100,"2020-05-06",NA,"Bulgaria",1778,84,74,4,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-04-30",1.01311786486124,0.0556020663594145,0.907058266696351,1.1249567975464
100,"2020-05-07",NA,"Bulgaria",1829,84,51,0,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-05-01",0.986769505858275,0.0548205281032375,0.882236316801618,1.09707068260916
100,"2020-05-08",NA,"Bulgaria",1872,86,43,2,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-05-02",0.967806608569136,0.054271899663183,0.864346898336961,1.07703017657496
100,"2020-05-09",NA,"Bulgaria",1921,90,49,4,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-05-03",1.00467729810835,0.0554740236214296,0.898879806747454,1.11627585189198
100,"2020-05-10",NA,"Bulgaria",1965,91,44,1,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-05-04",1.06629129604072,0.0571592132136849,0.957191054231383,1.18119459566928
100,"2020-05-11",NA,"Bulgaria",1990,93,25,2,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-05-05",1.0253246278275,0.0556879896392194,0.919070514744025,1.1373069594791
100,"2020-05-12",NA,"Bulgaria",2023,95,33,2,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-05-06",0.960583148265185,0.0536982304390428,0.85820793420144,1.06864345296365
100,"2020-05-13",NA,"Bulgaria",2069,96,46,1,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-05-07",0.883495564685958,0.0517026672167689,0.785055691849737,0.987665568495879
100,"2020-05-14",NA,"Bulgaria",2100,99,31,3,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-05-08",0.843719972731694,0.0511580377355298,0.746421587275712,0.946892772421542
100,"2020-05-15",NA,"Bulgaria",2138,102,38,3,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-05-09",0.857541078247681,0.0524806617097324,0.75775585804754,0.96340872197111
100,"2020-05-16",NA,"Bulgaria",2175,105,37,3,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-05-10",0.845534033935318,0.0529493950989511,0.744930507070441,0.952416964118834
100,"2020-05-17",NA,"Bulgaria",2211,108,36,3,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-05-11",0.845387449546588,0.0537907152957448,0.743237804414663,0.954018696227653
100,"2020-05-18",NA,"Bulgaria",2235,110,24,2,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-05-12",0.869409719170254,0.055431539105389,0.764151050463584,0.981361257345874
100,"2020-05-19",NA,"Bulgaria",2259,112,24,2,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-05-13",0.860402673544429,0.0558891594691714,0.754339942242718,0.973340386450977
100,"2020-05-20",NA,"Bulgaria",2292,116,33,4,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-05-14",0.835504790334905,0.0558245119721716,0.729665255148783,0.948407686285537
100,"2020-05-21",NA,"Bulgaria",2331,120,39,4,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-05-15",0.894109179503885,0.0587011434738942,0.782749642571292,1.01276695163194
100,"2020-05-22",NA,"Bulgaria",2372,125,41,5,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-05-16",0.926443671919345,0.0604345215295702,0.81177120130947,1.04858180183646
100,"2020-05-23",NA,"Bulgaria",2408,126,36,1,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-05-17",0.934523471392935,0.0610917104685005,0.818612246916074,1.05799763833645
100,"2020-05-24",NA,"Bulgaria",2427,130,19,4,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-05-18",0.876450685601729,0.0594973493694432,0.76370935615942,0.996840469784314
100,"2020-05-25",NA,"Bulgaria",2433,130,6,0,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-05-19",0.82226631164154,0.0582889133834215,0.71198467046432,0.940372375543657
100,"2020-05-26",NA,"Bulgaria",2443,130,10,0,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-05-20",0.792865896481972,0.0582926600453061,0.68272619886454,0.911120976165512
100,"2020-05-27",NA,"Bulgaria",2460,133,17,3,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-05-21",0.756635723854174,0.0582027479887826,0.646858309578394,0.874890584437046
100,"2020-05-28",NA,"Bulgaria",2477,134,17,1,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-05-22",0.692249735007672,0.0570957958361609,0.584868859927047,0.808546867184228
100,"2020-05-29",NA,"Bulgaria",2485,136,8,2,"BG","BGR",100,NA,NA,42.7339,25.4858,"Bulgaria",6948445,"2020-05-23",0.572148505108402,0.0535866172002206,0.471951962582657,0.681846263115933
104,"2020-03-08",NA,"Burma",0,0,0,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-02",5,5,0.126589039921449,18.4443972705697
104,"2020-03-09",NA,"Burma",0,0,0,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-03",5,5,0.126589039921449,18.4443972705697
104,"2020-03-10",NA,"Burma",0,0,0,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-04",5,5,0.126589039921449,18.4443972705697
104,"2020-03-11",NA,"Burma",0,0,0,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-05",5,5,0.126589039921449,18.4443972705697
104,"2020-03-12",NA,"Burma",0,0,0,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-06",5,5,0.126589039921449,18.4443972705697
104,"2020-03-13",NA,"Burma",0,0,0,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-07",5,5,0.126589039921449,18.4443972705697
104,"2020-03-14",NA,"Burma",0,0,0,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-08",5,5,0.126589039921449,18.4443972705697
104,"2020-03-15",NA,"Burma",0,0,0,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-09",5,5,0.126589039921449,18.4443972705697
104,"2020-03-16",NA,"Burma",0,0,0,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-10",5,5,0.126589039921449,18.4443972705697
104,"2020-03-17",NA,"Burma",0,0,0,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-11",5,5,0.126589039921449,18.4443972705697
104,"2020-03-18",NA,"Burma",0,0,0,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-12",5,5,0.126589039921449,18.4443972705697
104,"2020-03-19",NA,"Burma",0,0,0,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-13",5,5,0.126589039921449,18.4443972705697
104,"2020-03-20",NA,"Burma",0,0,0,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-14",5,5,0.126589039921449,18.4443972705697
104,"2020-03-21",NA,"Burma",0,0,0,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-15",5,5,0.126589039921449,18.4443972705697
104,"2020-03-22",NA,"Burma",0,0,0,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-16",5,5,0.126589039921449,18.4443972705697
104,"2020-03-23",NA,"Burma",0,0,0,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-17",5,5,0.126589039921449,18.4443972705697
104,"2020-03-24",NA,"Burma",0,0,0,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-18",5,5,0.126589039921449,18.4443972705697
104,"2020-03-25",NA,"Burma",0,0,0,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-19",5,5,0.126589039921449,18.4443972705697
104,"2020-03-26",NA,"Burma",0,0,0,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-20",5,5,0.126589039921449,18.4443972705697
104,"2020-03-27",NA,"Burma",8,0,8,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-21",45,15,20.5768654868917,78.8159461009666
104,"2020-03-28",NA,"Burma",8,0,0,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-22",5.39033874298553,1.79677958099517,2.46480611651542,9.44099217406887
104,"2020-03-29",NA,"Burma",10,0,2,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-23",3.38038945610244,1.01922577010594,1.68747823701591,5.65150596894607
104,"2020-03-30",NA,"Burma",14,0,4,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-24",3.22815146748157,0.83350512483941,1.80677187097459,5.05520365966931
104,"2020-03-31",NA,"Burma",15,1,1,1,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-25",2.44731097757729,0.611827744394323,1.39884967955873,3.78418807699076
104,"2020-04-01",NA,"Burma",15,1,0,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-26",1.91429736969995,0.478574342424988,1.09418634849413,2.9600084944679
104,"2020-04-02",NA,"Burma",20,1,5,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-27",2.15959540373942,0.471262352767363,1.33682359261421,3.17649518798012
104,"2020-04-03",NA,"Burma",20,1,0,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-28",1.11388282547344,0.308935510931016,0.593095692190174,1.79605765998964
104,"2020-04-04",NA,"Burma",21,1,1,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-29",1.16678467137233,0.311836320315349,0.637892037295723,1.85272037113184
104,"2020-04-05",NA,"Burma",21,1,0,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-30",1.00974770676236,0.291489055156429,0.521751374720005,1.65615777110127
104,"2020-04-06",NA,"Burma",22,1,1,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-03-31",0.770126605894835,0.256708868631612,0.352150923941654,1.34885015691395
104,"2020-04-07",NA,"Burma",22,1,0,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-04-01",0.733983456253955,0.259502339597956,0.316881959801373,1.32325063880138
104,"2020-04-08",NA,"Burma",22,3,0,2,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-04-02",0.799146096629672,0.2825408120428,0.345014562807816,1.44072808978267
104,"2020-04-09",NA,"Burma",23,3,1,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-04-03",0.427095415914355,0.213547707957177,0.116369126259897,0.93611553453908
104,"2020-04-10",NA,"Burma",27,3,4,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-04-04",0.977961316940523,0.345761539473385,0.422214283008065,1.76310232381701
104,"2020-04-11",NA,"Burma",38,3,11,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-04-05",2.31221856679793,0.544995142722752,1.37036726344114,3.49641447393637
104,"2020-04-12",NA,"Burma",41,4,3,1,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-04-06",2.178472246912,0.475381617658799,1.34850865605873,3.20426066729079
104,"2020-04-13",NA,"Burma",62,4,21,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-04-07",3.38906699785122,0.529283342346949,2.43205299018536,4.50238765471335
104,"2020-04-14",NA,"Burma",63,4,1,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-04-08",2.39056791722972,0.368872637940447,1.72291108337212,3.16585923476008
104,"2020-04-15",NA,"Burma",74,4,11,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-04-09",2.30658956783634,0.316834443836163,1.7277938676346,2.96771392005609
104,"2020-04-16",NA,"Burma",85,4,11,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-04-10",2.19370827763934,0.276381264364644,1.6857056733425,2.76759635669124
104,"2020-04-17",NA,"Burma",88,4,3,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-04-11",1.74583414114842,0.221721157647118,1.33852102524143,2.20642607149451
104,"2020-04-18",NA,"Burma",98,5,10,1,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-04-12",1.49209544766999,0.191043245681744,1.14133478874042,1.88913699290142
104,"2020-04-19",NA,"Burma",111,5,13,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-04-13",1.59391561074986,0.189162981154679,1.24486131598383,1.98545287248477
104,"2020-04-20",NA,"Burma",119,5,8,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-04-14",1.17897774576782,0.154807362217769,0.895247231618391,1.50116617011323
104,"2020-04-21",NA,"Burma",121,5,2,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-04-15",1.15552295885042,0.150436275626076,0.879637614763656,1.46846305252554
104,"2020-04-22",NA,"Burma",123,5,2,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-04-16",0.965446207993461,0.136534712108603,0.716572784306308,1.25084366526159
104,"2020-04-23",NA,"Burma",139,5,16,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-04-17",1.07594218254206,0.145080014297652,0.810546898910272,1.37834622619314
104,"2020-04-24",NA,"Burma",144,5,5,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-04-18",1.11524130292057,0.147717319165367,0.844672871873144,1.42282598922141
104,"2020-04-25",NA,"Burma",146,5,2,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-04-19",0.941493611674926,0.134499087382132,0.696522156913016,1.22280875522134
104,"2020-04-26",NA,"Burma",146,5,0,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-04-20",0.700745837505234,0.116790972917539,0.490793769644941,0.947496498280405
104,"2020-04-27",NA,"Burma",146,5,0,0,"MM","MMR",104,NA,NA,21.9162,95.956,"Burma",54409794,"2020-04-21",0.583459641115496,0.110263507888186,0.387704694267662,0.818585175542331
